order_id,order_date,store_id,product_id,qty,unit_price,discount,channel,unit_cost,revenue,cost,profit
33,2024-07-06,S003,P004,3,50,0.05,Online,25.242403410996722,142.5,75.72721023299016,66.77278976700984
34,2024-09-27,S002,P001,4,50,0.0,Online,27.296116085778767,200.0,109.18446434311507,90.81553565688493
35,2024-07-08,S003,P006,7,20,0.05,Online,15.036167249580297,133.0,105.25317074706207,27.74682925293793
36,2024-06-23,S003,P005,1,30,0.0,Online,17.414552113570622,30.0,17.414552113570622,12.585447886429378
37,2024-02-20,S002,P007,6,20,0.0,Online,11.781977802950781,120.0,70.69186681770469,49.30813318229531
38,2024-12-29,S003,P006,7,30,0.2,In-Store,21.61638785590349,168.0,151.31471499132442,16.685285008675578
39,2024-02-24,S004,P003,3,50,0.1,Online,35.2886497544423,135.0,105.86594926332688,29.134050736673117
40,2024-08-31,S001,P005,3,20,0.2,In-Store,12.70196528942508,48.0,38.10589586827524,9.89410413172476
41,2024-11-15,S004,P003,2,30,0.05,In-Store,21.570581248292147,57.0,43.14116249658429,13.858837503415707
42,2024-05-10,S004,P009,5,40,0.1,Online,27.324876230120122,180.0,136.6243811506006,43.37561884939939
43,2024-11-02,S004,P002,7,10,0.05,In-Store,5.549067619535236,66.5,38.843473336746655,27.656526663253345
44,2024-05-14,S003,P006,3,30,0.1,In-Store,17.491209127001873,81.0,52.47362738100562,28.52637261899438
45,2024-01-21,S002,P009,7,20,0.0,In-Store,10.385233475928892,140.0,72.69663433150225,67.30336566849775
46,2024-11-24,S003,P010,8,20,0.05,In-Store,13.969161618321252,152.0,111.75329294657001,40.246707053429986
47,2024-06-15,S001,P007,3,40,0.1,In-Store,20.66520966676365,108.0,61.995629000290954,46.004370999709046
48,2024-09-30,S003,P005,1,30,0.2,In-Store,21.68449815849155,24.0,21.68449815849155,2.31550184150845
49,2024-03-29,S003,P002,3,10,0.0,In-Store,6.598415337248431,30.0,19.79524601174529,10.204753988254708
50,2024-11-11,S003,P002,6,20,0.0,In-Store,12.632624081519088,120.0,75.79574448911453,44.204255510885474
51,2024-01-14,S003,P004,1,50,0.05,Online,33.95235583204883,47.5,33.95235583204883,13.54764416795117
52,2024-08-29,S004,P010,9,50,0.05,Online,34.293337838424144,427.5,308.64004054581727,118.85995945418273
53,2024-09-21,S002,P002,3,30,0.1,Online,20.25995533042229,81.0,60.779865991266874,20.220134008733126
54,2024-12-11,S001,P008,3,40,0.0,Online,28.55887468968372,120.0,85.67662406905116,34.32337593094884
55,2024-02-22,S001,P010,7,10,0.0,Online,6.908201553292609,70.0,48.357410873048266,21.642589126951734
56,2024-12-05,S001,P007,7,30,0.05,Online,19.34774048436492,199.5,135.43418339055444,64.06581660944556
57,2024-04-01,S003,P007,6,30,0.0,In-Store,22.465835921702734,180.0,134.7950155302164,45.2049844697836
58,2024-09-20,S001,P003,7,10,0.2,Online,7.921014729324291,56.0,55.44710310527004,0.5528968947299617
59,2024-02-04,S004,P007,5,20,0.1,In-Store,13.67553915592933,90.0,68.37769577964666,21.622304220353342
60,2024-07-24,S002,P008,8,50,0.0,In-Store,35.68149550434192,400.0,285.45196403473534,114.54803596526466
61,2024-03-21,S003,P005,2,20,0.0,In-Store,13.050695750196692,40.0,26.101391500393383,13.898608499606617
62,2024-02-19,S003,P001,5,40,0.0,In-Store,24.810582240497176,200.0,124.05291120248589,75.94708879751411
63,2024-12-25,S004,P001,9,10,0.1,In-Store,7.582422876710134,81.0,68.2418058903912,12.758194109608795
64,2024-01-02,S001,P004,4,20,0.05,Online,11.16801412967847,76.0,44.67205651871388,31.32794348128612
65,2024-02-23,S003,P002,8,30,0.2,Online,21.2126888764327,192.0,169.7015110114616,22.298488988538395
66,2024-04-15,S003,P007,3,30,0.05,In-Store,16.235038004428684,85.5,48.70511401328605,36.79488598671395
67,2024-09-16,S004,P003,6,40,0.0,In-Store,29.19938870197743,240.0,175.1963322118646,64.80366778813541
68,2024-11-05,S004,P004,8,40,0.2,In-Store,22.81575892177427,256.0,182.52607137419415,73.47392862580585
69,2024-07-09,S001,P009,9,10,0.0,In-Store,6.821048585314311,90.0,61.3894372678288,28.610562732171203
70,2024-08-05,S002,P002,7,20,0.1,Online,10.835932074608515,126.0,75.85152452225961,50.14847547774039
71,2024-02-13,S002,P008,6,30,0.1,Online,15.005395556615442,162.0,90.03237333969265,71.96762666030735
72,2024-06-10,S001,P001,6,10,0.1,Online,7.224311696385972,54.0,43.345870178315835,10.654129821684165
73,2024-07-20,S002,P003,6,10,0.0,Online,7.625647762234627,60.0,45.75388657340776,14.246113426592238
74,2024-09-26,S004,P004,9,30,0.05,Online,22.19576982581273,256.5,199.76192843231456,56.73807156768544
75,2024-12-16,S004,P006,3,20,0.05,Online,10.797143057091535,57.0,32.39142917127461,24.60857082872539
76,2024-10-30,S004,P001,4,50,0.0,Online,28.520211259246942,200.0,114.08084503698777,85.91915496301223
77,2024-09-27,S002,P008,3,40,0.0,Online,29.893100587028556,120.0,89.67930176108567,30.320698238914332
78,2024-08-02,S002,P002,9,20,0.2,In-Store,10.100862031309559,144.0,90.90775828178603,53.09224171821397
79,2024-09-08,S003,P005,5,50,0.1,Online,32.926352129803675,225.0,164.63176064901836,60.36823935098164
80,2024-07-08,S003,P006,8,50,0.05,In-Store,37.53667831193096,380.0,300.2934264954477,79.7065735045523
81,2024-10-22,S003,P008,8,30,0.05,In-Store,16.757001407432337,228.0,134.0560112594587,93.9439887405413
82,2024-07-31,S002,P003,9,50,0.2,In-Store,27.16154883169459,360.0,244.45393948525128,115.54606051474872
83,2024-07-26,S003,P009,7,40,0.2,In-Store,22.18054469592426,224.0,155.26381287146984,68.73618712853016
84,2024-08-24,S004,P005,3,10,0.0,Online,7.26685335180062,30.0,21.80056005540186,8.19943994459814
85,2024-12-03,S002,P008,5,20,0.0,Online,15.791258467418592,100.0,78.95629233709296,21.04370766290704
86,2024-02-22,S001,P004,3,40,0.0,In-Store,22.53318946910011,120.0,67.59956840730032,52.400431592699675
87,2024-10-06,S002,P009,2,50,0.1,Online,26.62947474672837,90.0,53.25894949345674,36.74105050654326
88,2024-08-04,S003,P008,3,10,0.05,In-Store,5.81248927489161,28.5,17.43746782467483,11.06253217532517
89,2024-09-08,S002,P005,9,10,0.2,Online,5.332575909205623,72.0,47.99318318285061,24.006816817149392
90,2024-07-06,S003,P003,9,50,0.05,In-Store,25.076352513943917,427.5,225.68717262549524,201.81282737450476
91,2024-02-10,S003,P001,8,40,0.0,Online,25.39765458956729,320.0,203.1812367165383,116.81876328346169
92,2024-06-05,S001,P005,7,50,0.1,Online,36.27072198238406,315.0,253.89505387668842,61.10494612331158
93,2024-01-15,S001,P005,1,20,0.05,In-Store,11.866850112131635,19.0,11.866850112131635,7.133149887868365
94,2024-10-27,S004,P004,9,10,0.0,Online,5.99304541068178,90.0,53.93740869613602,36.06259130386398
95,2024-03-05,S003,P010,2,30,0.2,Online,17.05064298223494,48.0,34.10128596446988,13.89871403553012
96,2024-12-10,S002,P010,6,10,0.0,Online,5.394947166690036,60.0,32.36968300014021,27.630316999859787
97,2024-11-22,S001,P008,5,50,0.0,In-Store,26.001595427026913,250.0,130.00797713513458,119.99202286486542
98,2024-01-09,S001,P003,6,50,0.05,In-Store,33.55334517174479,285.0,201.32007103046874,83.67992896953126
99,2024-12-09,S003,P010,8,30,0.1,In-Store,21.87668235011762,216.0,175.01345880094095,40.98654119905905
100,2024-05-08,S002,P009,8,30,0.2,In-Store,19.533035734986456,192.0,156.26428587989164,35.735714120108355
101,2024-05-15,S001,P003,2,10,0.2,In-Store,7.532727521672154,16.0,15.065455043344308,0.9345449566556923
102,2024-03-03,S001,P004,7,50,0.2,Online,31.9262991050625,280.0,223.4840937354375,56.51590626456249
103,2024-05-18,S002,P006,2,10,0.1,Online,5.213670929266158,18.0,10.427341858532316,7.572658141467684
104,2024-03-21,S001,P009,1,40,0.2,In-Store,27.248456932378797,32.0,27.248456932378797,4.751543067621203
105,2024-06-11,S002,P010,8,50,0.0,In-Store,35.72648799179758,400.0,285.81190393438067,114.18809606561933
106,2024-10-15,S003,P002,9,10,0.1,In-Store,5.370244411477323,81.0,48.332199703295906,32.667800296704094
107,2024-09-17,S001,P002,7,50,0.2,In-Store,32.85351315126551,280.0,229.97459205885858,50.025407941141424
108,2024-08-18,S003,P002,4,50,0.1,In-Store,29.45792016211749,180.0,117.83168064846996,62.168319351530045
109,2024-02-10,S002,P005,7,20,0.0,In-Store,15.775247034077204,140.0,110.42672923854042,29.573270761459582
110,2024-01-28,S003,P006,4,10,0.05,Online,5.635611547357985,38.0,22.54244618943194,15.457553810568061
111,2024-05-14,S003,P003,7,50,0.1,Online,35.239353171341264,315.0,246.67547219938885,68.32452780061115
112,2024-07-19,S003,P003,4,30,0.05,In-Store,17.777481911818725,114.0,71.1099276472749,42.8900723527251
113,2024-11-23,S004,P002,9,30,0.1,In-Store,18.74714920065245,243.0,168.72434280587206,74.27565719412794
114,2024-09-24,S002,P006,5,20,0.0,In-Store,14.96235486503207,100.0,74.81177432516036,25.188225674839643
115,2024-02-02,S002,P001,7,50,0.05,In-Store,39.95769929529725,332.5,279.7038950670808,52.79610493291921
116,2024-02-17,S002,P009,8,10,0.2,In-Store,5.363066200035243,64.0,42.90452960028195,21.095470399718053
117,2024-03-02,S002,P010,5,10,0.2,In-Store,6.37851329923619,40.0,31.89256649618095,8.107433503819049
118,2024-08-03,S002,P004,1,30,0.05,In-Store,20.582412024968157,28.5,20.582412024968157,7.917587975031843
119,2024-10-19,S001,P002,4,40,0.1,Online,24.71410428181713,144.0,98.85641712726851,45.143582872731486
120,2024-04-08,S001,P006,3,50,0.05,Online,26.97762625828245,142.5,80.93287877484735,61.56712122515265
121,2024-06-20,S001,P005,7,20,0.2,In-Store,10.143253265865567,112.0,71.00277286105897,40.99722713894103
122,2024-12-25,S003,P003,6,20,0.1,Online,10.187814191151611,108.0,61.12688514690967,46.87311485309033
123,2024-08-01,S003,P003,6,50,0.05,Online,32.46259456864107,285.0,194.77556741184645,90.22443258815355
124,2024-02-04,S002,P005,2,50,0.1,Online,31.166689227829593,90.0,62.33337845565919,27.666621544340813
125,2024-08-14,S004,P004,6,20,0.1,Online,15.875670618379383,108.0,95.2540237102763,12.7459762897237
126,2024-04-10,S002,P005,8,20,0.0,Online,15.472412234590568,160.0,123.77929787672454,36.22070212327546
127,2024-05-10,S001,P002,5,10,0.0,Online,6.833712260048856,50.0,34.16856130024428,15.831438699755722
128,2024-09-13,S002,P001,9,20,0.1,Online,12.847908631923168,162.0,115.63117768730851,46.36882231269149
129,2024-01-05,S003,P005,2,30,0.2,In-Store,20.159667362190042,48.0,40.319334724380084,7.680665275619916
130,2024-08-05,S002,P001,7,20,0.2,In-Store,12.786390980207027,112.0,89.50473686144919,22.49526313855081
131,2024-09-11,S001,P003,6,20,0.1,In-Store,12.080226911996805,108.0,72.48136147198083,35.51863852801917
132,2024-12-24,S002,P008,6,30,0.1,Online,20.493331849906234,162.0,122.9599910994374,39.0400089005626
133,2024-10-09,S003,P008,4,30,0.0,In-Store,23.373239644864903,120.0,93.49295857945961,26.50704142054039
134,2024-07-25,S004,P009,9,50,0.2,In-Store,34.689813737485665,360.0,312.208323637371,47.791676362629005
135,2024-01-15,S001,P001,6,20,0.0,In-Store,11.06460598238401,120.0,66.38763589430407,53.61236410569593
136,2024-12-11,S002,P004,8,30,0.2,Online,19.282894971022948,192.0,154.26315976818358,37.736840231816416
137,2024-02-11,S003,P006,8,10,0.2,Online,5.5177239574903645,64.0,44.141791659922916,19.858208340077084
138,2024-06-27,S001,P007,4,40,0.05,Online,21.433226074590678,152.0,85.73290429836271,66.26709570163729
139,2024-03-03,S001,P005,5,30,0.1,Online,17.966904404693608,135.0,89.83452202346804,45.16547797653196
140,2024-12-17,S003,P007,2,40,0.05,Online,22.390128611915223,76.0,44.780257223830446,31.219742776169554
141,2024-08-18,S002,P010,4,20,0.2,In-Store,15.611966171502413,64.0,62.44786468600965,1.5521353139903482
142,2024-08-28,S002,P008,6,10,0.0,Online,5.167603085595087,60.0,31.005618513570525,28.994381486429475
143,2024-02-21,S002,P010,2,10,0.1,In-Store,7.892417831760108,18.0,15.784835663520216,2.215164336479784
144,2024-04-05,S001,P006,2,50,0.05,In-Store,37.612066857345994,95.0,75.22413371469199,19.775866285308012
145,2024-08-09,S004,P004,7,50,0.2,In-Store,28.91913150847517,280.0,202.4339205593262,77.5660794406738
146,2024-08-18,S001,P001,5,20,0.2,Online,10.555444342610716,80.0,52.77722171305358,27.222778286946422
147,2024-08-24,S002,P005,3,30,0.05,Online,20.102983639670494,85.5,60.30895091901148,25.19104908098852
148,2024-05-22,S001,P010,3,10,0.1,In-Store,5.7387794462376185,27.0,17.216338338712855,9.783661661287145
149,2024-06-19,S004,P010,7,20,0.05,Online,11.503300300748565,133.0,80.52310210523996,52.47689789476004
150,2024-01-29,S001,P010,3,20,0.05,Online,13.443758135632732,57.0,40.331274406898196,16.668725593101804
151,2024-02-05,S003,P004,5,30,0.0,Online,19.118955317500788,150.0,95.59477658750394,54.405223412496056
152,2024-01-13,S002,P005,2,10,0.0,Online,6.5207408784889855,20.0,13.041481756977971,6.958518243022029
153,2024-06-08,S002,P004,3,10,0.05,In-Store,5.957270125943972,28.5,17.871810377831917,10.628189622168083
154,2024-11-22,S002,P009,4,10,0.05,Online,5.97267356450258,38.0,23.89069425801032,14.10930574198968
155,2024-07-05,S001,P003,1,50,0.2,Online,39.99128021673409,40.0,39.99128021673409,0.008719783265910053
156,2024-08-30,S001,P003,4,10,0.1,In-Store,6.17964243393792,36.0,24.71856973575168,11.281430264248321
157,2024-03-26,S001,P010,4,40,0.2,In-Store,22.67564983968399,128.0,90.70259935873597,37.29740064126403
158,2024-10-10,S002,P007,3,30,0.0,Online,21.340212161572495,90.0,64.02063648471749,25.979363515282515
159,2024-03-06,S001,P002,9,10,0.1,In-Store,7.35130985789856,81.0,66.16178872108704,14.838211278912965
160,2024-06-18,S002,P009,3,30,0.1,In-Store,17.117036024387403,81.0,51.35110807316221,29.64889192683779
161,2024-02-14,S001,P008,2,30,0.0,In-Store,15.984004143300398,60.0,31.968008286600796,28.031991713399204
162,2024-03-02,S002,P006,7,40,0.2,In-Store,23.528569428422927,224.0,164.69998599896047,59.30001400103953
163,2024-05-13,S003,P009,9,10,0.05,In-Store,6.5757714565990515,85.5,59.18194310939146,26.31805689060854
164,2024-10-10,S001,P003,6,30,0.05,Online,18.4270684676929,171.0,110.5624108061574,60.4375891938426
165,2024-01-28,S002,P004,5,10,0.1,In-Store,5.4637413936692605,45.0,27.3187069683463,17.6812930316537
166,2024-04-17,S003,P007,1,40,0.1,Online,20.294924064425327,36.0,20.294924064425327,15.705075935574673
167,2024-02-13,S003,P001,3,50,0.05,Online,32.58543838480066,142.5,97.75631515440199,44.74368484559801
168,2024-12-05,S004,P001,9,50,0.1,In-Store,38.058704519665355,405.0,342.5283406769882,62.47165932301181
169,2024-10-12,S001,P001,8,50,0.05,Online,33.93155667421247,380.0,271.4524533936998,108.54754660630022
170,2024-11-26,S002,P008,9,50,0.0,Online,38.02868482050709,450.0,342.2581633845638,107.74183661543623
171,2024-05-07,S004,P006,8,20,0.0,Online,14.597026909152014,160.0,116.77621527321611,43.22378472678389
172,2024-12-13,S001,P003,1,30,0.05,In-Store,18.08838480958443,28.5,18.08838480958443,10.41161519041557
173,2024-08-18,S003,P010,8,20,0.1,In-Store,12.47909374473236,144.0,99.83274995785888,44.16725004214112
174,2024-07-08,S001,P007,8,10,0.0,In-Store,7.587033712188788,80.0,60.6962696975103,19.303730302489697
175,2024-08-12,S002,P006,5,50,0.05,Online,35.58097757235728,237.5,177.9048878617864,59.59511213821361
176,2024-10-09,S003,P005,6,10,0.05,In-Store,6.67820615550803,57.0,40.06923693304818,16.93076306695182
177,2024-04-30,S004,P003,2,40,0.1,Online,31.368454399237873,72.0,62.736908798475746,9.263091201524254
178,2024-04-25,S001,P004,1,30,0.1,Online,15.42000945207542,27.0,15.42000945207542,11.57999054792458
179,2024-08-20,S001,P001,8,40,0.2,In-Store,30.282328604254367,256.0,242.25862883403494,13.741371165965063
180,2024-09-15,S004,P009,7,30,0.1,Online,17.867988136898816,189.0,125.07591695829171,63.924083041708286
181,2024-12-24,S001,P005,4,40,0.0,Online,27.789329787140794,160.0,111.15731914856318,48.842680851436825
182,2024-07-16,S001,P002,7,40,0.0,In-Store,30.980376340823874,280.0,216.8626343857671,63.13736561423289
183,2024-05-16,S001,P009,2,30,0.0,In-Store,18.186402098509973,60.0,36.372804197019946,23.627195802980054
184,2024-11-13,S003,P007,2,10,0.05,Online,6.48528683288411,19.0,12.97057366576822,6.029426334231781
185,2024-06-13,S003,P008,7,40,0.05,In-Store,23.87174177868564,266.0,167.10219245079946,98.89780754920054
186,2024-08-12,S002,P003,3,30,0.05,In-Store,21.33821727874793,85.5,64.01465183624379,21.485348163756214
187,2024-11-02,S001,P007,6,30,0.0,Online,16.173859668283328,180.0,97.04315800969997,82.95684199030003
188,2024-08-21,S002,P001,7,40,0.2,In-Store,29.035890944324258,224.0,203.2512366102698,20.748763389730186
189,2024-06-20,S003,P006,7,10,0.05,In-Store,7.342047786060945,66.5,51.39433450242662,15.105665497573384
190,2024-05-31,S001,P010,4,50,0.2,Online,25.990383949779343,160.0,103.96153579911737,56.03846420088263
191,2024-11-10,S002,P006,3,20,0.05,Online,12.39842266759112,57.0,37.19526800277336,19.80473199722664
192,2024-06-08,S001,P010,1,50,0.0,In-Store,35.45216554373846,50.0,35.45216554373846,14.54783445626154
193,2024-04-05,S001,P006,7,40,0.2,Online,21.131984677750776,224.0,147.92389274425543,76.07610725574457
194,2024-08-20,S004,P003,9,40,0.05,In-Store,29.521015539585882,342.0,265.68913985627296,76.31086014372704
195,2024-06-28,S002,P006,1,30,0.0,Online,20.78241115106693,30.0,20.78241115106693,9.217588848933069
196,2024-04-22,S003,P003,5,10,0.05,Online,6.389442521257619,47.5,31.947212606288097,15.552787393711903
197,2024-11-13,S002,P010,4,10,0.1,In-Store,5.284759192942787,36.0,21.13903677177115,14.86096322822885
198,2024-02-21,S002,P009,2,40,0.0,Online,20.85612160356346,80.0,41.71224320712692,38.28775679287308
199,2024-09-24,S002,P007,7,10,0.05,Online,5.735637144647129,66.5,40.1494600125299,26.3505399874701
200,2024-10-21,S004,P004,7,20,0.2,Online,14.741495287811366,112.0,103.19046701467957,8.80953298532043
201,2024-04-22,S001,P003,8,10,0.05,In-Store,7.670039838552732,76.0,61.36031870842186,14.639681291578142
202,2024-04-10,S003,P006,3,10,0.2,In-Store,5.743106596438896,24.0,17.229319789316687,6.770680210683313
203,2024-04-22,S004,P009,6,30,0.1,Online,17.739809881370302,162.0,106.4388592882218,55.561140711778194
204,2024-03-21,S003,P003,4,40,0.1,In-Store,22.041964307986852,144.0,88.16785723194741,55.83214276805259
205,2024-07-05,S004,P008,3,10,0.2,In-Store,7.05761204262404,24.0,21.17283612787212,2.82716387212788
206,2024-04-22,S001,P006,4,40,0.05,In-Store,20.332367082962325,152.0,81.3294683318493,70.6705316681507
207,2024-01-02,S003,P004,1,10,0.2,In-Store,7.792612480939764,8.0,7.792612480939764,0.20738751906023634
208,2024-05-09,S002,P005,7,10,0.1,Online,5.825053819146455,63.0,40.77537673402519,22.224623265974813
209,2024-08-07,S004,P003,7,10,0.1,In-Store,7.31129863180373,63.0,51.17909042262611,11.82090957737389
210,2024-02-23,S003,P002,7,30,0.1,Online,23.68115491143078,189.0,165.76808438001547,23.231915619984534
211,2024-12-08,S001,P009,2,10,0.2,Online,5.440618394688047,16.0,10.881236789376095,5.118763210623905
212,2024-08-11,S003,P003,1,50,0.1,In-Store,26.865152749714234,45.0,26.865152749714234,18.134847250285766
213,2024-08-12,S004,P006,9,20,0.05,Online,11.65506830210652,171.0,104.89561471895867,66.10438528104133
214,2024-05-05,S001,P005,2,10,0.2,In-Store,6.768728441521743,16.0,13.537456883043486,2.462543116956514
215,2024-05-09,S002,P010,5,50,0.1,Online,25.020220674139722,225.0,125.10110337069861,99.89889662930139
216,2024-02-22,S004,P008,5,40,0.2,Online,27.271134573527643,160.0,136.35567286763822,23.64432713236178
217,2024-06-20,S004,P005,8,30,0.1,Online,20.19217477612519,216.0,161.5373982090015,54.46260179099849
218,2024-08-05,S001,P008,1,40,0.0,In-Store,20.550655867181952,40.0,20.550655867181952,19.449344132818048
219,2024-06-08,S004,P005,7,30,0.1,In-Store,19.707444822858296,189.0,137.95211376000807,51.047886239991925
220,2024-07-16,S003,P010,3,40,0.05,In-Store,30.01294577321091,114.0,90.03883731963273,23.961162680367266
221,2024-09-03,S002,P006,2,40,0.0,In-Store,23.593461908836307,80.0,47.186923817672614,32.813076182327386
222,2024-11-19,S003,P005,5,20,0.2,Online,14.90888041390539,80.0,74.54440206952695,5.455597930473047
223,2024-07-21,S001,P002,4,20,0.1,Online,12.654266010035267,72.0,50.61706404014107,21.382935959858933
224,2024-07-02,S004,P010,9,20,0.0,In-Store,15.052127796445603,180.0,135.46915016801043,44.53084983198957
225,2024-05-02,S002,P010,1,40,0.2,Online,25.651714682788906,32.0,25.651714682788906,6.348285317211094
226,2024-09-11,S001,P006,3,30,0.0,Online,23.107403044311628,90.0,69.32220913293489,20.677790867065113
227,2024-10-20,S003,P007,3,20,0.05,In-Store,15.483060851836953,57.0,46.44918255551086,10.550817444489141
228,2024-10-06,S004,P003,4,30,0.2,In-Store,15.058216281885494,96.0,60.23286512754198,35.76713487245802
229,2024-11-20,S004,P003,7,30,0.05,In-Store,18.472071852745685,199.5,129.3045029692198,70.19549703078019
230,2024-04-07,S001,P007,5,10,0.1,Online,7.6619770824392885,45.0,38.309885412196444,6.690114587803556
231,2024-07-16,S003,P010,6,50,0.2,In-Store,25.209150200193204,240.0,151.2549012011592,88.74509879884079
232,2024-08-27,S004,P004,3,40,0.0,In-Store,21.224996375882572,120.0,63.67498912764772,56.32501087235228
233,2024-05-23,S003,P002,5,50,0.0,Online,31.4640445085829,250.0,157.3202225429145,92.67977745708549
234,2024-04-06,S002,P009,2,40,0.2,Online,31.764183417221787,64.0,63.528366834443574,0.4716331655564261
235,2024-07-19,S004,P009,4,30,0.0,Online,23.346365695334693,120.0,93.38546278133877,26.614537218661226
236,2024-05-03,S002,P006,3,50,0.2,Online,33.775922965824094,120.0,101.32776889747228,18.672231102527718
237,2024-07-05,S004,P002,3,10,0.05,In-Store,5.757799862676168,28.5,17.273399588028504,11.226600411971496
238,2024-11-21,S001,P003,4,50,0.05,In-Store,34.62606875724742,190.0,138.50427502898967,51.49572497101033
239,2024-12-14,S004,P005,8,50,0.05,In-Store,29.84314506289684,380.0,238.74516050317473,141.25483949682527
240,2024-09-15,S004,P005,8,10,0.05,In-Store,6.960226078069654,76.0,55.681808624557235,20.318191375442765
241,2024-05-27,S003,P009,1,10,0.1,Online,5.508193520962177,9.0,5.508193520962177,3.491806479037823
242,2024-09-08,S003,P010,5,20,0.2,In-Store,13.610800801518174,80.0,68.05400400759086,11.945995992409138
243,2024-12-11,S002,P003,2,40,0.2,In-Store,28.299703917768312,64.0,56.599407835536624,7.400592164463376
244,2024-05-26,S002,P002,6,30,0.1,In-Store,21.4305273902106,162.0,128.5831643412636,33.4168356587364
245,2024-05-27,S002,P010,3,50,0.0,In-Store,39.656315609393864,150.0,118.9689468281816,31.0310531718184
246,2024-12-17,S004,P008,9,50,0.1,In-Store,25.393894123188907,405.0,228.54504710870017,176.45495289129983
247,2024-07-17,S004,P007,9,30,0.0,Online,15.696275022823258,270.0,141.26647520540934,128.73352479459066
248,2024-11-03,S002,P009,8,10,0.0,In-Store,6.815433218616772,80.0,54.52346574893418,25.47653425106582
249,2024-05-07,S001,P003,2,10,0.05,In-Store,6.447597758626929,19.0,12.895195517253859,6.104804482746141
250,2024-02-08,S001,P006,2,50,0.2,Online,34.43386630589864,80.0,68.86773261179728,11.13226738820272
251,2024-12-03,S004,P005,2,50,0.05,Online,35.40523477258027,95.0,70.81046954516054,24.189530454839456
252,2024-12-25,S001,P005,5,30,0.1,In-Store,15.3093215710345,135.0,76.5466078551725,58.453392144827504
