order_id,order_date,store_id,product_id,qty,unit_price,discount,channel,unit_cost,revenue,cost,profit,Rev_Calc,Rev_Diff,rev_flag
5832,13-Jul-24,S003,P009,6,20,0,Online,14.9223,120,89.5338,30.4662,120,0,OK
6007,26-Sep-24,S004,P006,6,20,0,In-Store,12.1026,120,72.6159,47.3841,120,0,OK
6029,04-Aug-24,S001,P004,6,20,0,In-Store,10.4529,120,62.7174,57.2826,120,0,OK
6141,20-Jun-24,S001,P005,6,20,0,In-Store,14.4721,120,86.8327,33.1673,120,0,OK
6407,24-Nov-24,S002,P002,6,20,0,In-Store,15.7546,120,94.5275,25.4725,120,0,OK
6690,04-May-24,S002,P004,6,20,0,In-Store,13.4293,120,80.5756,39.4244,120,0,OK
6950,11-Feb-24,S004,P006,6,20,0,Online,11.3589,120,68.1535,51.8465,120,0,OK
7067,09-Apr-24,S002,P008,6,20,0,Online,11.6148,120,69.6888,50.3112,120,0,OK
7120,20-Oct-24,S002,P008,6,20,0,Online,15.5645,120,93.3868,26.6132,120,0,OK
7300,27-Sep-24,S003,P008,6,20,0,In-Store,13.0184,120,78.1106,41.8894,120,0,OK
7336,11-Sep-24,S004,P004,6,20,0,In-Store,10.644,120,63.8637,56.1363,120,0,OK
7348,07-Aug-24,S003,P008,6,20,0,Online,15.5051,120,93.0304,26.9696,120,0,OK
7674,28-Mar-24,S003,P010,6,20,0,In-Store,13.8909,120,83.3455,36.6545,120,0,OK
7962,30-Mar-24,S003,P010,6,20,0,Online,11.0845,120,66.507,53.493,120,0,OK
8150,30-Aug-24,S003,P002,6,20,0,Online,14.3413,120,86.0475,33.9525,120,0,OK
8221,01-Apr-24,S004,P002,6,20,0,In-Store,14.5449,120,87.2694,32.7306,120,0,OK
8226,07-Apr-24,S004,P002,6,20,0,In-Store,12.3723,120,74.234,45.766,120,0,OK
8295,25-Mar-24,S002,P001,6,20,0,Online,10.2849,120,61.7096,58.2904,120,0,OK
8296,09-Apr-24,S001,P007,6,20,0,Online,15.9136,120,95.4815,24.5185,120,0,OK
8353,29-Aug-24,S004,P005,6,20,0,In-Store,13.0777,120,78.4661,41.5339,120,0,OK
8451,14-Jun-24,S003,P009,6,20,0,In-Store,12.5643,120,75.3857,44.6143,120,0,OK
8516,11-Sep-24,S003,P003,6,20,0,Online,13.8109,120,82.8654,37.1346,120,0,OK
8840,29-Dec-24,S002,P007,6,20,0,In-Store,12.0188,120,72.1128,47.8872,120,0,OK
9018,10-Jul-24,S004,P001,6,20,0,In-Store,15.6868,120,94.1209,25.8791,120,0,OK
9345,08-Jan-24,S002,P004,6,20,0,In-Store,13.8848,120,83.3086,36.6914,120,0,OK
9476,28-Mar-24,S001,P004,6,20,0,Online,10.9376,120,65.6254,54.3746,120,0,OK
9554,29-Jul-24,S001,P003,6,20,0,In-Store,10.1714,120,61.0283,58.9717,120,0,OK
9633,10-Apr-24,S003,P009,6,20,0,Online,11.8088,120,70.8528,49.1472,120,0,OK
9638,15-Apr-24,S001,P007,6,20,0,In-Store,11.1478,120,66.8866,53.1134,120,0,OK
9923,27-Sep-24,S002,P009,6,20,0,Online,11.2385,120,67.4312,52.5688,120,0,OK
10106,22-Sep-24,S002,P004,6,20,0,Online,13.7755,120,82.6532,37.3468,120,0,OK
10148,10-Apr-24,S004,P008,6,20,0,In-Store,15.0581,120,90.3488,29.6512,120,0,OK
10255,20-Apr-24,S003,P002,6,20,0,Online,14.7094,120,88.2566,31.7434,120,0,OK
10277,23-Apr-24,S004,P008,6,20,0,In-Store,15.7767,120,94.6602,25.3398,120,0,OK
10367,02-Mar-24,S001,P010,6,20,0,In-Store,15.6608,120,93.9645,26.0355,120,0,OK
10370,25-Feb-24,S003,P008,6,20,0,In-Store,14.6755,120,88.0529,31.9471,120,0,OK
10454,28-Mar-24,S001,P005,6,20,0,Online,14.393,120,86.3582,33.6418,120,0,OK
10486,07-Jun-24,S004,P008,6,20,0,In-Store,12.5876,120,75.5257,44.4743,120,0,OK
10760,17-Jan-24,S004,P004,6,20,0,In-Store,11.0031,120,66.0188,53.9812,120,0,OK
10879,09-Apr-24,S002,P004,6,20,0,Online,13.2404,120,79.4426,40.5574,120,0,OK
10884,15-Feb-24,S001,P004,6,20,0,In-Store,15.6093,120,93.656,26.344,120,0,OK
10956,07-Mar-24,S003,P006,6,20,0,Online,13.8336,120,83.0017,36.9983,120,0,OK
10986,18-Mar-24,S003,P005,6,20,0,In-Store,11.9283,120,71.5697,48.4303,120,0,OK
11740,25-Jul-24,S002,P009,6,20,0,In-Store,10.3884,120,62.3301,57.6699,120,0,OK
11813,14-May-24,S004,P007,6,20,0,In-Store,11.0757,120,66.4542,53.5458,120,0,OK
11814,23-May-24,S003,P004,6,20,0,In-Store,13.471,120,80.8259,39.1741,120,0,OK
11901,26-Feb-24,S003,P007,6,20,0,Online,12.5906,120,75.5435,44.4565,120,0,OK
12077,09-Nov-24,S002,P007,6,20,0,In-Store,14.9104,120,89.4623,30.5377,120,0,OK
12334,28-Nov-24,S004,P001,6,20,0,In-Store,10.7613,120,64.5678,55.4322,120,0,OK
13194,30-May-24,S002,P002,6,20,0,In-Store,10.4311,120,62.5866,57.4134,120,0,OK
13367,24-Feb-24,S002,P004,6,20,0,In-Store,15.9802,120,95.8811,24.1189,120,0,OK
13400,12-Feb-24,S004,P008,6,20,0,Online,12.6232,120,75.7391,44.2609,120,0,OK
13417,07-Mar-24,S004,P003,6,20,0,In-Store,12.7806,120,76.6835,43.3165,120,0,OK
13490,31-Dec-24,S003,P004,6,20,0,In-Store,13.2882,120,79.7292,40.2708,120,0,OK
14008,07-Oct-24,S002,P003,6,20,0,In-Store,14.346,120,86.0758,33.9242,120,0,OK
14044,27-Aug-24,S001,P008,6,20,0,In-Store,11.3738,120,68.2425,51.7575,120,0,OK
14556,05-Mar-24,S002,P004,6,20,0,Online,12.9807,120,77.8845,42.1155,120,0,OK
14818,03-May-24,S001,P001,6,20,0,Online,11.9552,120,71.7312,48.2688,120,0,OK
14879,20-Jan-24,S004,P009,6,20,0,Online,15.2442,120,91.4651,28.5349,120,0,OK
14924,05-Apr-24,S002,P010,6,20,0,In-Store,14.7223,120,88.3335,31.6665,120,0,OK
15211,04-Oct-24,S003,P008,6,20,0,In-Store,13.122,120,78.7319,41.2681,120,0,OK
15217,10-Nov-24,S001,P006,6,20,0,In-Store,11.5729,120,69.4374,50.5626,120,0,OK
15338,09-Feb-24,S004,P008,6,20,0,Online,15.1291,120,90.7749,29.2251,120,0,OK
15555,18-Apr-24,S001,P010,6,20,0,Online,11.512,120,69.0721,50.9279,120,0,OK
15592,16-Sep-24,S001,P008,6,20,0,In-Store,11.6038,120,69.6228,50.3772,120,0,OK
15722,11-Aug-24,S004,P007,6,20,0,Online,15.9924,120,95.9545,24.0455,120,0,OK
15792,23-Aug-24,S004,P008,6,20,0,In-Store,14.8204,120,88.9226,31.0774,120,0,OK
15815,17-Sep-24,S004,P003,6,20,0,In-Store,15.695,120,94.1698,25.8302,120,0,OK
16017,26-Mar-24,S001,P010,6,20,0,Online,10.3702,120,62.2215,57.7785,120,0,OK
16087,01-Sep-24,S003,P008,6,20,0,In-Store,11.555,120,69.3299,50.6701,120,0,OK
16324,19-Nov-24,S003,P010,6,20,0,In-Store,15.6582,120,93.9494,26.0506,120,0,OK
16405,04-Jun-24,S001,P008,6,20,0,Online,12.3436,120,74.0613,45.9387,120,0,OK
16460,18-Mar-24,S004,P005,6,20,0,In-Store,10.5841,120,63.5047,56.4953,120,0,OK
16572,08-Sep-24,S002,P005,6,20,0,In-Store,10.4206,120,62.5235,57.4765,120,0,OK
16628,04-Aug-24,S001,P004,6,20,0,Online,14.5162,120,87.097,32.903,120,0,OK
16680,19-Feb-24,S002,P005,6,20,0,Online,14.4293,120,86.5756,33.4244,120,0,OK
17081,20-Nov-24,S003,P010,6,20,0,Online,10.0864,120,60.5186,59.4814,120,0,OK
17309,21-May-24,S002,P005,6,20,0,Online,13.0474,120,78.2842,41.7158,120,0,OK
17564,22-May-24,S002,P009,6,20,0,Online,10.421,120,62.5258,57.4742,120,0,OK
18405,03-Sep-24,S001,P009,6,20,0,In-Store,13.8331,120,82.9986,37.0014,120,0,OK
18611,01-Feb-24,S001,P003,6,20,0,In-Store,14.1645,120,84.987,35.013,120,0,OK
18740,01-Feb-24,S002,P008,6,20,0,In-Store,12.1779,120,73.0672,46.9328,120,0,OK
18751,14-Jan-24,S002,P009,6,20,0,In-Store,13.8404,120,83.0424,36.9576,120,0,OK
19090,14-Dec-24,S002,P005,6,20,0,In-Store,10.5715,120,63.4288,56.5712,120,0,OK
19222,20-May-24,S004,P009,6,20,0,In-Store,13.6941,120,82.1645,37.8355,120,0,OK
19273,20-Dec-24,S002,P010,6,20,0,In-Store,12.0163,120,72.0979,47.9021,120,0,OK
19302,25-Aug-24,S003,P004,6,20,0,Online,13.0712,120,78.4273,41.5727,120,0,OK
19382,01-Apr-24,S003,P004,6,20,0,Online,10.1968,120,61.1807,58.8193,120,0,OK
19636,08-Dec-24,S003,P006,6,20,0,In-Store,13.3937,120,80.3621,39.6379,120,0,OK
17,29-May-24,S004,P010,9,20,0,Online,15.7955,180,142.1593,37.8407,180,0,OK
224,02-Jul-24,S004,P010,9,20,0,In-Store,15.0521,180,135.4692,44.5308,180,0,OK
661,21-Jun-24,S003,P006,9,20,0,Online,14.4115,180,129.7039,50.2961,180,0,OK
664,28-May-24,S001,P010,9,20,0,In-Store,12.4874,180,112.3869,67.6131,180,0,OK
671,14-Aug-24,S001,P008,9,20,0,In-Store,15.1424,180,136.2816,43.7184,180,0,OK
688,04-Jun-24,S004,P010,9,20,0,Online,13.8008,180,124.2074,55.7926,180,0,OK
694,15-May-24,S003,P003,9,20,0,Online,13.9175,180,125.2577,54.7423,180,0,OK
834,07-Oct-24,S001,P001,9,20,0,In-Store,14.7213,180,132.4913,47.5087,180,0,OK
851,01-Jan-24,S001,P009,9,20,0,In-Store,11.7183,180,105.4645,74.5355,180,0,OK
914,26-Mar-24,S003,P003,9,20,0,Online,14.985,180,134.8653,45.1347,180,0,OK
1434,26-Feb-24,S001,P003,9,20,0,Online,11.361,180,102.2494,77.7506,180,0,OK
1505,05-Apr-24,S002,P006,9,20,0,Online,10.3059,180,92.7528,87.2472,180,0,OK
1535,19-Oct-24,S002,P003,9,20,0,Online,13.6243,180,122.6184,57.3816,180,0,OK
1572,09-Jan-24,S003,P007,9,20,0,In-Store,15.8483,180,142.635,37.365,180,0,OK
1693,29-Feb-24,S001,P004,9,20,0,In-Store,15.8924,180,143.0312,36.9688,180,0,OK
1728,04-Jan-24,S002,P002,9,20,0,Online,11.1186,180,100.067,79.933,180,0,OK
1755,11-Jun-24,S004,P004,9,20,0,Online,13.4036,180,120.6322,59.3678,180,0,OK
1963,24-Mar-24,S003,P007,9,20,0,In-Store,10.4522,180,94.0696,85.9304,180,0,OK
1992,19-Jun-24,S002,P002,9,20,0,Online,14.3812,180,129.4306,50.5694,180,0,OK
2514,20-Aug-24,S002,P009,9,20,0,Online,15.3319,180,137.9871,42.0129,180,0,OK
2652,29-Jan-24,S004,P004,9,20,0,In-Store,15.4153,180,138.7374,41.2626,180,0,OK
2838,31-Jan-24,S001,P001,9,20,0,Online,13.904,180,125.1364,54.8636,180,0,OK
2988,19-Sep-24,S002,P003,9,20,0,In-Store,12.3813,180,111.4318,68.5682,180,0,OK
3162,02-Jan-24,S004,P002,9,20,0,Online,12.4549,180,112.0941,67.9059,180,0,OK
3216,16-Mar-24,S002,P003,9,20,0,In-Store,14.1156,180,127.0405,52.9595,180,0,OK
3239,28-Aug-24,S002,P006,9,20,0,In-Store,12.29,180,110.6096,69.3904,180,0,OK
3334,08-Feb-24,S002,P007,9,20,0,Online,14.7261,180,132.5348,47.4652,180,0,OK
3339,26-Apr-24,S001,P010,9,20,0,Online,13.6047,180,122.4425,57.5575,180,0,OK
3410,30-Dec-24,S004,P001,9,20,0,Online,10.6899,180,96.209,83.791,180,0,OK
3465,24-Dec-24,S003,P001,9,20,0,Online,11.7707,180,105.9362,74.0638,180,0,OK
3479,05-Sep-24,S002,P002,9,20,0,Online,11.6395,180,104.7555,75.2445,180,0,OK
3754,25-May-24,S003,P005,9,20,0,Online,10.4384,180,93.9455,86.0545,180,0,OK
3827,28-Apr-24,S004,P005,9,20,0,Online,12.6577,180,113.9196,66.0804,180,0,OK
4443,01-Oct-24,S002,P001,9,20,0,In-Store,11.5214,180,103.6929,76.3071,180,0,OK
4484,29-May-24,S004,P006,9,20,0,In-Store,12.6605,180,113.9449,66.0551,180,0,OK
4506,06-Dec-24,S002,P003,9,20,0,In-Store,13.3872,180,120.485,59.515,180,0,OK
4553,29-May-24,S002,P001,9,20,0,Online,13.5065,180,121.5585,58.4415,180,0,OK
4741,07-Aug-24,S001,P002,9,20,0,Online,14.7929,180,133.1365,46.8635,180,0,OK
4888,19-Feb-24,S003,P007,9,20,0,In-Store,14.7765,180,132.9886,47.0114,180,0,OK
5003,19-Oct-24,S002,P007,9,20,0,Online,11.6531,180,104.8777,75.1223,180,0,OK
5124,01-Feb-24,S004,P009,9,20,0,Online,12.3508,180,111.1571,68.8429,180,0,OK
5229,10-Jul-24,S002,P005,9,20,0,Online,10.9128,180,98.2152,81.7848,180,0,OK
5531,23-Oct-24,S001,P010,9,20,0,Online,13.9452,180,125.5066,54.4934,180,0,OK
5570,25-Jan-24,S002,P002,9,20,0,Online,12.4081,180,111.6731,68.3269,180,0,OK
5609,19-Mar-24,S004,P001,9,20,0,In-Store,13.7703,180,123.9327,56.0673,180,0,OK
5719,28-Mar-24,S001,P008,9,20,0,In-Store,12.2008,180,109.8074,70.1926,180,0,OK
6050,26-Jun-24,S002,P010,9,20,0,In-Store,11.1017,180,99.9157,80.0843,180,0,OK
6055,18-Oct-24,S001,P009,9,20,0,Online,15.6169,180,140.5523,39.4477,180,0,OK
6144,03-Jul-24,S001,P009,9,20,0,In-Store,12.9646,180,116.6814,63.3186,180,0,OK
6526,05-Feb-24,S001,P004,9,20,0,In-Store,13.7319,180,123.5874,56.4126,180,0,OK
6621,28-Aug-24,S003,P006,9,20,0,In-Store,15.835,180,142.515,37.485,180,0,OK
6748,20-Jan-24,S002,P003,9,20,0,In-Store,12.0016,180,108.0145,71.9855,180,0,OK
6994,20-Dec-24,S002,P010,9,20,0,In-Store,10.3976,180,93.5786,86.4214,180,0,OK
7125,17-Jun-24,S003,P005,9,20,0,In-Store,14.2815,180,128.5339,51.4661,180,0,OK
7159,04-Nov-24,S001,P006,9,20,0,Online,14.5072,180,130.5644,49.4356,180,0,OK
7544,29-Apr-24,S001,P004,9,20,0,In-Store,13.7265,180,123.5383,56.4617,180,0,OK
7782,13-Jan-24,S003,P005,9,20,0,In-Store,10.2587,180,92.3281,87.6719,180,0,OK
8122,03-Aug-24,S002,P008,9,20,0,Online,14.9657,180,134.6913,45.3087,180,0,OK
8297,13-Apr-24,S001,P006,9,20,0,Online,13.8418,180,124.5758,55.4242,180,0,OK
8466,28-May-24,S003,P002,9,20,0,In-Store,10.5005,180,94.5044,85.4956,180,0,OK
8765,17-Nov-24,S003,P006,9,20,0,In-Store,12.8655,180,115.7891,64.2109,180,0,OK
8815,31-Oct-24,S001,P010,9,20,0,In-Store,12.9709,180,116.7385,63.2615,180,0,OK
8905,22-Dec-24,S004,P008,9,20,0,In-Store,14.2443,180,128.1989,51.8011,180,0,OK
9213,19-Jun-24,S004,P002,9,20,0,Online,10.7679,180,96.9114,83.0886,180,0,OK
9376,06-Dec-24,S003,P010,9,20,0,In-Store,12.6144,180,113.5295,66.4705,180,0,OK
9406,03-Aug-24,S001,P006,9,20,0,Online,13.7472,180,123.7252,56.2748,180,0,OK
9444,18-Nov-24,S002,P006,9,20,0,Online,10.8019,180,97.2173,82.7827,180,0,OK
9517,25-Feb-24,S003,P010,9,20,0,Online,15.1568,180,136.4112,43.5888,180,0,OK
9917,24-Jul-24,S003,P003,9,20,0,In-Store,13.0167,180,117.1506,62.8494,180,0,OK
10000,13-Jan-24,S004,P004,9,20,0,Online,15.8573,180,142.7153,37.2847,180,0,OK
10258,16-Jul-24,S003,P001,9,20,0,In-Store,10.6543,180,95.8889,84.1111,180,0,OK
10426,24-Nov-24,S003,P006,9,20,0,In-Store,11.1508,180,100.3568,79.6432,180,0,OK
10446,17-Aug-24,S004,P006,9,20,0,In-Store,13.3245,180,119.9206,60.0794,180,0,OK
10626,11-Dec-24,S004,P007,9,20,0,Online,12.9576,180,116.6185,63.3815,180,0,OK
10681,27-Mar-24,S003,P005,9,20,0,Online,11.056,180,99.5039,80.4961,180,0,OK
10805,01-Dec-24,S002,P008,9,20,0,Online,14.503,180,130.5269,49.4731,180,0,OK
10861,04-Mar-24,S001,P007,9,20,0,In-Store,10.8061,180,97.2547,82.7453,180,0,OK
11390,11-Oct-24,S003,P002,9,20,0,Online,14.8578,180,133.7201,46.2799,180,0,OK
11799,20-Jul-24,S002,P010,9,20,0,In-Store,14.1079,180,126.971,53.029,180,0,OK
12206,27-Sep-24,S002,P001,9,20,0,Online,14.9135,180,134.2216,45.7784,180,0,OK
12466,14-Mar-24,S003,P006,9,20,0,In-Store,13.0035,180,117.0313,62.9687,180,0,OK
12760,05-Oct-24,S004,P005,9,20,0,In-Store,15.0405,180,135.3643,44.6357,180,0,OK
12767,03-Mar-24,S003,P004,9,20,0,Online,15.6573,180,140.916,39.084,180,0,OK
13002,29-May-24,S001,P004,9,20,0,Online,14.6245,180,131.6207,48.3793,180,0,OK
13031,15-May-24,S003,P009,9,20,0,Online,15.211,180,136.899,43.101,180,0,OK
13491,06-Jan-24,S003,P004,9,20,0,Online,12.7256,180,114.5303,65.4697,180,0,OK
13513,29-Apr-24,S003,P006,9,20,0,In-Store,14.1026,180,126.9231,53.0769,180,0,OK
13537,16-Jan-24,S001,P003,9,20,0,In-Store,13.7192,180,123.4727,56.5273,180,0,OK
13697,23-Oct-24,S002,P002,9,20,0,In-Store,11.3768,180,102.391,77.609,180,0,OK
13718,31-Dec-24,S004,P004,9,20,0,Online,13.2598,180,119.3378,60.6622,180,0,OK
13751,30-Apr-24,S001,P005,9,20,0,In-Store,10.8595,180,97.7355,82.2645,180,0,OK
13886,17-Sep-24,S001,P010,9,20,0,Online,10.2554,180,92.2988,87.7012,180,0,OK
13910,05-May-24,S001,P002,9,20,0,In-Store,14.797,180,133.1731,46.8269,180,0,OK
14043,16-Jan-24,S003,P005,9,20,0,In-Store,10.9926,180,98.9332,81.0668,180,0,OK
14406,24-Jan-24,S001,P006,9,20,0,In-Store,15.2733,180,137.4593,42.5407,180,0,OK
14515,03-Nov-24,S003,P001,9,20,0,In-Store,13.9378,180,125.4399,54.5601,180,0,OK
14574,20-Feb-24,S004,P007,9,20,0,In-Store,15.0077,180,135.0694,44.9306,180,0,OK
14933,07-Dec-24,S001,P003,9,20,0,Online,13.4064,180,120.6572,59.3428,180,0,OK
14971,21-Mar-24,S001,P002,9,20,0,In-Store,11.162,180,100.4578,79.5422,180,0,OK
15032,08-Oct-24,S002,P001,9,20,0,In-Store,11.2799,180,101.5194,78.4806,180,0,OK
15060,24-May-24,S003,P005,9,20,0,Online,11.4221,180,102.7992,77.2008,180,0,OK
15244,27-Jan-24,S004,P002,9,20,0,In-Store,12.408,180,111.6716,68.3284,180,0,OK
15517,29-Oct-24,S003,P009,9,20,0,In-Store,10.3284,180,92.9554,87.0446,180,0,OK
15632,24-Feb-24,S004,P008,9,20,0,Online,12.7802,180,115.0214,64.9786,180,0,OK
16016,01-Jan-24,S004,P008,9,20,0,In-Store,13.4785,180,121.3068,58.6932,180,0,OK
16340,10-Jan-24,S002,P002,9,20,0,In-Store,13.2123,180,118.9109,61.0891,180,0,OK
16383,19-Mar-24,S001,P008,9,20,0,Online,11.129,180,100.1606,79.8394,180,0,OK
16481,14-Jun-24,S001,P005,9,20,0,Online,12.0424,180,108.3817,71.6183,180,0,OK
16633,27-Apr-24,S004,P004,9,20,0,In-Store,12.6873,180,114.1858,65.8142,180,0,OK
16742,27-May-24,S002,P005,9,20,0,Online,14.732,180,132.5879,47.4121,180,0,OK
16808,02-Dec-24,S004,P005,9,20,0,Online,14.1135,180,127.0214,52.9786,180,0,OK
16892,15-Dec-24,S004,P005,9,20,0,In-Store,11,180,99.0001,80.9999,180,0,OK
17083,30-Mar-24,S001,P002,9,20,0,In-Store,12.2753,180,110.4779,69.5221,180,0,OK
17247,28-Oct-24,S002,P004,9,20,0,In-Store,10.1835,180,91.6511,88.3489,180,0,OK
17420,05-Aug-24,S001,P003,9,20,0,In-Store,10.9131,180,98.2179,81.7821,180,0,OK
17607,07-Jan-24,S002,P008,9,20,0,In-Store,15.3374,180,138.0368,41.9632,180,0,OK
17748,09-Mar-24,S003,P006,9,20,0,Online,13.2743,180,119.4691,60.5309,180,0,OK
17905,29-Nov-24,S001,P009,9,20,0,Online,12.127,180,109.1429,70.8571,180,0,OK
18221,22-Jun-24,S001,P010,9,20,0,In-Store,10.1133,180,91.0194,88.9806,180,0,OK
18550,08-Dec-24,S004,P010,9,20,0,In-Store,14.5403,180,130.8627,49.1373,180,0,OK
18643,24-Feb-24,S003,P001,9,20,0,Online,11.6366,180,104.729,75.271,180,0,OK
18991,19-May-24,S004,P008,9,20,0,In-Store,13.1896,180,118.706,61.294,180,0,OK
19349,28-Jul-24,S003,P004,9,20,0,Online,11.6137,180,104.5233,75.4767,180,0,OK
19583,15-Sep-24,S003,P008,9,20,0,In-Store,15.7656,180,141.89,38.11,180,0,OK
19614,16-Feb-24,S004,P002,9,20,0,In-Store,14.3695,180,129.3256,50.6744,180,0,OK
19643,25-Aug-24,S003,P001,9,20,0,Online,10.7069,180,96.3618,83.6382,180,0,OK
19901,26-Jul-24,S003,P006,9,20,0,Online,14.4357,180,129.9214,50.0786,180,0,OK
19927,18-Feb-24,S001,P003,9,20,0,In-Store,11.9153,180,107.238,72.762,180,0,OK
436,01-Oct-24,S003,P005,4,20,0,Online,14.9043,80,59.6171,20.3829,80,0,OK
466,23-May-24,S003,P006,4,20,0,Online,14.2867,80,57.1469,22.8531,80,0,OK
539,03-Oct-24,S001,P003,4,20,0,In-Store,13.9783,80,55.913,24.087,80,0,OK
1057,23-Nov-24,S002,P006,4,20,0,Online,11.2211,80,44.8845,35.1155,80,0,OK
1196,09-Dec-24,S004,P008,4,20,0,In-Store,10.718,80,42.8719,37.1281,80,0,OK
1286,25-Mar-24,S003,P004,4,20,0,In-Store,13.4388,80,53.7554,26.2446,80,0,OK
1430,13-Feb-24,S003,P002,4,20,0,In-Store,14.0599,80,56.2395,23.7605,80,0,OK
1460,08-Oct-24,S002,P009,4,20,0,In-Store,10.2057,80,40.8226,39.1774,80,0,OK
1837,12-Jul-24,S004,P008,4,20,0,In-Store,15.3968,80,61.5873,18.4127,80,0,OK
2279,15-May-24,S003,P010,4,20,0,Online,11.4357,80,45.7427,34.2573,80,0,OK
2304,14-Sep-24,S002,P007,4,20,0,Online,13.2635,80,53.0539,26.9461,80,0,OK
2712,29-Jul-24,S002,P008,4,20,0,Online,10.1638,80,40.6551,39.3449,80,0,OK
2729,06-Jul-24,S003,P010,4,20,0,In-Store,11.3466,80,45.3862,34.6138,80,0,OK
2733,28-Apr-24,S001,P002,4,20,0,In-Store,15.4921,80,61.9686,18.0314,80,0,OK
3039,29-Feb-24,S001,P005,4,20,0,In-Store,15.4687,80,61.8747,18.1253,80,0,OK
3097,21-May-24,S004,P009,4,20,0,In-Store,15.2551,80,61.0205,18.9795,80,0,OK
